자치구,스트레스분류,해결태그,장소명,카테고리,도로명주소,경도,위도,전화번호,플레이스URL
강남구,안전,키워드:백화점,스타필드 더샵스앳센터필드점,"가정,생활 > 백화점",서울 강남구 테헤란로 231,127.04135620088697,37.50288117410212,,http://place.map.kakao.com/33992339
강남구,안전,키워드:백화점,현대백화점 압구정본점 컬쳐파크,"교육,학문 > 문화센터",서울 강남구 압구정로29길 21,127.027681357752,37.52867640053,02-549-4560,http://place.map.kakao.com/18384584
강남구,안전,키워드:백화점,강남피아노백화점,"문화,예술 > 음악 > 악기판매점 > 중고악기",서울 강남구 남부순환로 2942,127.062329727376,37.493660982646,02-568-7422,http://place.map.kakao.com/10125041
강남구,안전,키워드:백화점,세왕건축자재백화점,"가정,생활 > 상가,아케이드",서울 강남구 학동로24길 10,127.028716022279,37.5126094690683,,http://place.map.kakao.com/27012239
강남구,안전,키워드:복합문화공간,교보문고 신논현역팝업스토어,"문화,예술 > 도서 > 서점 > 교보문고",서울 강남구 봉은사로 지하 102,127.025031672894,37.504634612957,1544-1900,http://place.map.kakao.com/1229968591
강남구,안전,키워드:복합문화공간,마이아트뮤지엄,"문화,예술 > 문화시설 > 미술관",서울 강남구 테헤란로 518,127.06057692858644,37.507587841577454,02-567-8878,http://place.map.kakao.com/1330284658
강남구,안전,키워드:복합문화공간,코엑스 D홀,"문화,예술 > 문화시설 > 전시관",서울 강남구 영동대로 513,127.05896441335028,37.51229009888268,02-6000-0114,http://place.map.kakao.com/8106109
강남구,안전,키워드:복합문화공간,광림아트센터 BBCH홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 논현로163길 33,127.025498578086,37.5240421373158,02-2056-5787,http://place.map.kakao.com/23520901
강남구,안전,키워드:복합문화공간,백암아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 테헤란로113길 7,127.065994694946,37.5104140934045,02-559-1333,http://place.map.kakao.com/17165962
강남구,안전,키워드:복합문화공간,코엑스 아티움,"문화,예술 > 문화시설 > 공연장,연극극장",,127.06165321473274,37.50980826120901,1661-5628,http://place.map.kakao.com/1660169364
강남구,안전,키워드:복합문화공간,K현대미술관,"문화,예술 > 문화시설 > 미술관",서울 강남구 선릉로 807,127.03913323759338,37.524349883168405,02-2138-0952,http://place.map.kakao.com/154429973
강남구,안전,키워드:복합문화공간,현대 모터스튜디오 서울,"문화,예술 > 문화시설 > 전시관",서울 강남구 언주로 738,127.034366372898,37.5212611978171,1899-6611,http://place.map.kakao.com/24227699
강남구,안전,키워드:복합문화공간,KT&G 상상마당 대치아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 영동대로 416,127.065150015652,37.5067600874053,02-3404-4311,http://place.map.kakao.com/8476401
강남구,안전,키워드:복합문화공간,광림아트센터,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 논현로163길 33,127.025299440008,37.5239340598486,02-2056-5787,http://place.map.kakao.com/22555870
강남구,안전,키워드:복합문화공간,호림아트센터,"문화,예술 > 문화시설 > 박물관",서울 강남구 도산대로 317,127.036045771369,37.5226590534459,02-541-3523,http://place.map.kakao.com/26436646
강남구,안전,키워드:복합문화공간,송은,"문화,예술 > 문화시설 > 미술관",서울 강남구 도산대로 441,127.04412030294446,37.52416278927835,02-3448-0100,http://place.map.kakao.com/12964941
강남구,안전,키워드:복합문화공간,코엑스 오디토리움,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 영동대로 513,127.059358845237,37.5118916574986,02-6000-0114,http://place.map.kakao.com/15229863
강남구,안전,키워드:복합문화공간,광림아트센터 장천홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 압구정로22길 21,127.026580135756,37.5242509314199,02-2056-5787,http://place.map.kakao.com/10730162
강남구,안전,키워드:복합문화공간,일지아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 선릉로 806,127.03964489126808,37.5238904716088,0507-1398-3365,http://place.map.kakao.com/17087789
강남구,안전,키워드:복합문화공간,최인아책방,"문화,예술 > 도서 > 서점",서울 강남구 선릉로 521,127.047931239033,37.5060367130476,02-2088-7330,http://place.map.kakao.com/500799854
강남구,안전,키워드:복합문화공간,광야아트센터,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 선릉로 806,127.03964489126808,37.5238904716088,02-741-9182,http://place.map.kakao.com/231669168
강남구,안전,키워드:복합문화공간,신한아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 역삼로 251,127.044027236475,37.4986139456617,02-2151-7699,http://place.map.kakao.com/9173875
강남구,안전,키워드:복합문화공간,SJ쿤스트할레,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 언주로148길 5,127.034854678006,37.5204429440981,010-2014-9722,http://place.map.kakao.com/27027521
강남구,안전,키워드:복합문화공간,예림당아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 언주로 337,127.044433853898,37.4977740555199,,http://place.map.kakao.com/8027783
강남구,안전,키워드:복합문화공간,성암아트센터,"문화,예술 > 문화시설",서울 강남구 선릉로111길 6,127.043039203726,37.511048183183,02-543-0826,http://place.map.kakao.com/17112974
강남구,안전,키워드:복합문화공간,파르나스몰,"문화,예술 > 문화시설",서울 강남구 테헤란로 521,127.060831669861,37.5093068276361,02-559-7089,http://place.map.kakao.com/25968005
강남구,안전,키워드:복합문화공간,세텍 제1전시실,"문화,예술 > 문화시설 > 전시관",서울 강남구 남부순환로 3104,127.072034495821,37.4962647792989,02-2187-4600,http://place.map.kakao.com/17581441
강남구,안전,키워드:복합문화공간,에르메스 메종 도산,"문화,예술 > 문화시설",서울 강남구 도산대로45길 7,127.035421420046,37.5228538589051,02-542-6622,http://place.map.kakao.com/26965172
강남구,안전,키워드:복합문화공간,윤당아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 언주로 844,127.0337235770035,37.52569972138983,02-3446-9795,http://place.map.kakao.com/22045591
강남구,안전,키워드:복합문화공간,도산공원 도산안창호기념관,"문화,예술 > 문화시설 > 기념관",서울 강남구 도산대로45길 20,127.035507899928,37.5239206199026,02-541-1800,http://place.map.kakao.com/12728828
강남구,안전,키워드:복합문화공간,국가유산진흥원 한국문화의집,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 테헤란로92길 12-9,127.06056505070715,37.50688506385562,02-3011-1788,http://place.map.kakao.com/10951541
강남구,안전,키워드:복합문화공간,클럽케이서울,"문화,예술 > 문화시설",서울 강남구 선릉로 524,127.04839081052172,37.50664200108521,02-563-1145,http://place.map.kakao.com/27536422
강남구,안전,키워드:복합문화공간,플랫폼엘 컨템포러리 아트센터,"문화,예술 > 문화예술단체",서울 강남구 언주로133길 11,127.03426787741672,37.51613992410261,02-6929-4470,http://place.map.kakao.com/1219098323
강남구,안전,키워드:복합문화공간,삼익아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강남구 학동로 171,127.0295332097756,37.51398780378087,02-517-1300,http://place.map.kakao.com/23941255
강남구,안전,키워드:개방,개방식당,음식점 > 한식,서울 강남구 선릉로131길 17,127.03943891626308,37.51727898113166,,http://place.map.kakao.com/681049366
강동구,안전,키워드:백화점,현대백화점 천호점,"가정,생활 > 백화점 > 현대백화점",서울 강동구 천호대로 1005,127.1244432563588,37.538841968226784,02-488-2233,http://place.map.kakao.com/13125937
강동구,안전,키워드:백화점,현대백화점그룹 인재개발원,"서비스,산업 > 관리,운영 > 쇼핑시설관리운영",서울 강동구 올림픽로 753,127.126679276959,37.5486643526351,02-514-2941,http://place.map.kakao.com/12385594
강동구,안전,키워드:백화점,현대백화점 천호점 문화홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강동구 천호대로 1005,127.124472079591,37.5388241881566,02-488-2233,http://place.map.kakao.com/1469877253
강동구,안전,키워드:백화점,현대백화점 문화센터 천호점,"교육,학문 > 문화센터",서울 강동구 천호대로 1005,127.124481209315,37.538871030514,02-489-4560,http://place.map.kakao.com/18384591
강동구,안전,키워드:복합문화공간,교보문고 천호점,"문화,예술 > 도서 > 서점 > 교보문고",서울 강동구 올림픽로 664,127.12472284062106,37.54060519958304,1544-1900,http://place.map.kakao.com/763711816
강동구,안전,키워드:복합문화공간,강동아트센터,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강동구 동남로 870,127.15756247589408,37.55129593645218,02-440-0500,http://place.map.kakao.com/13115285
강동구,안전,키워드:복합문화공간,호원아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강동구 성안로 30,127.13032509310636,37.52638947243475,02-482-8794,http://place.map.kakao.com/110276919
강동구,안전,키워드:복합문화공간,광진교8번가,"여행 > 관광,명소 > 전망대",서울 강동구 구천면로 77,127.11418651384618,37.54449916415587,02-476-0722,http://place.map.kakao.com/11970493
강동구,안전,키워드:복합문화공간,강동아트센터 대극장한강,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강동구 동남로 870,127.157225258193,37.5513053959305,02-440-0500,http://place.map.kakao.com/20244806
강동구,안전,키워드:복합문화공간,암사동선사유적박물관,"문화,예술 > 문화시설 > 박물관",서울 강동구 올림픽로 875,127.131029261716,37.5615907158553,,http://place.map.kakao.com/18983483
강동구,안전,키워드:복합문화공간,북데이423 고덕역점,"문화,예술 > 도서 > 서점",서울 강동구 고덕로 266,127.155113791647,37.55469233392,,http://place.map.kakao.com/1778926466
강동구,안전,키워드:복합문화공간,강동구민회관 대강당,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강동구 상암로 168,127.141104271601,37.5457179498377,,http://place.map.kakao.com/21659208
강동구,안전,키워드:복합문화공간,강동아트센터 소극장드림,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강동구 동남로 870,127.157229815143,37.5513198058209,02-440-0500,http://place.map.kakao.com/20244808
강동구,안전,키워드:복합문화공간,성내어울터,"문화,예술 > 문화시설",서울 강동구 올림픽로62길 35,127.12480880154168,37.53651186724822,070-8151-5186,http://place.map.kakao.com/318331244
강동구,안전,키워드:복합문화공간,암사어린이극장,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강동구 올림픽로 930,127.133373187768,37.5634477469005,02-481-8808,http://place.map.kakao.com/7986821
강동구,안전,키워드:복합문화공간,고덕마을활력소,"문화,예술 > 문화시설",서울 강동구 동남로82길 147,127.165071680462,37.5602794256287,02-441-2006,http://place.map.kakao.com/1583573907
강동구,안전,키워드:복합문화공간,강동마을미디어지원센터,"문화,예술 > 영화,영상",서울 강동구 올림픽로 752,127.127131163137,37.5482133679033,02-474-7895,http://place.map.kakao.com/1632439377
강동구,안전,키워드:복합문화공간,천호마을활력소,"문화,예술 > 문화시설",서울 강동구 구천면로68나길 17,127.141676214781,37.5483698037485,02-477-6033,http://place.map.kakao.com/1860130941
강동구,안전,키워드:복합문화공간,강동어린이회관 아이누리홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강동구 성내로6길 16,127.122410576533,37.5291676188768,,http://place.map.kakao.com/27071094
강동구,안전,키워드:복합문화공간,새오름갤러리,"문화,예술 > 문화시설 > 미술관",서울 강동구 천호대로 1156-16,127.139568600391,37.5329111671963,,http://place.map.kakao.com/24785004
강동구,안전,키워드:복합문화공간,스페이스 파운틴,"문화,예술 > 문화시설 > 미술관",서울 강동구 강동대로55길 10,127.132932093383,37.5228456301024,02-543-0617,http://place.map.kakao.com/777719643
강동구,안전,키워드:복합문화공간,천호지하보도 문화갤러리,"문화,예술 > 문화시설 > 미술관",,127.126463017377,37.5378760231692,02-3425-6136,http://place.map.kakao.com/2130642133
강동구,안전,키워드:복합문화공간,샵오름,"문화,예술 > 문화시설 > 전시관",서울 강동구 양재대로 1378,127.137174302343,37.5290558874839,,http://place.map.kakao.com/1052629304
강동구,안전,키워드:복합문화공간,천호근린공원 야외무대,"문화,예술 > 문화시설 > 공연장,연극극장",,127.126477384649,37.5443722124867,,http://place.map.kakao.com/588826282
강동구,안전,키워드:복합문화공간,길동역 어린이회관,"문화,예술 > 문화시설",서울 강동구 양재대로 1486,127.140506566675,37.5383611047915,,http://place.map.kakao.com/65166167
강동구,안전,키워드:복합문화공간,강동구 사료관,"문화,예술 > 문화시설 > 박물관",서울 강동구 성내로 25,127.124407392576,37.529853897122,,http://place.map.kakao.com/1049768513
강동구,안전,키워드:복합문화공간,프레쉬스터디카페 명일점,"문화,예술 > 문화시설",서울 강동구 양재대로 1619,127.143515948444,37.5499893782096,,http://place.map.kakao.com/1327489984
강동구,안전,키워드:복합문화공간,문학살롱 이연,"문화,예술 > 문화시설",서울 강동구 성내로6길 14-23,127.121737155243,37.5296935985911,010-6808-3204,http://place.map.kakao.com/851185275
강동구,안전,키워드:복합문화공간,칼론,"문화,예술 > 미술,공예",서울 강동구 풍성로51길 3,127.1325150251397,37.53008384342958,0503-7153-2219,http://place.map.kakao.com/305900788
강동구,안전,키워드:복합문화공간,죠이플청소년센터,"문화,예술 > 문화시설",서울 강동구 천중로 244,127.147419563227,37.54050156062,,http://place.map.kakao.com/1486193773
강북구,안전,키워드:백화점,롯데백화점 미아점,"가정,생활 > 백화점 > 롯데백화점",서울 강북구 도봉로 62,127.03051756499984,37.6145927958119,1577-0001,http://place.map.kakao.com/10354328
강북구,안전,키워드:백화점,기독교백화점 아멘서점,"문화,예술 > 도서 > 서점",서울 강북구 도봉로89길 5,127.02596831375,37.6388826843462,02-900-1181,http://place.map.kakao.com/829628946
강북구,안전,키워드:백화점,백만전백화점,음식점 > 한식,서울 강북구 도봉로69길 8,127.02297819855728,37.63109068139804,02-988-4925,http://place.map.kakao.com/17809842
강북구,안전,키워드:백화점,푸른축산물백화점,"음식점 > 한식 > 육류,고기",서울 강북구 한천로 1111,127.02024816399964,37.644372601916864,02-984-7199,http://place.map.kakao.com/1746630378
강북구,안전,키워드:백화점,낙원떡백화점,"음식점 > 간식 > 떡,한과",서울 강북구 삼양로123길 20,127.014612307853,37.644834738378,02-992-6001,http://place.map.kakao.com/15552182
강북구,안전,키워드:백화점,NH명품할인 전문백화점,"가정,생활 > 상설할인매장",서울 강북구 도봉로 373,127.028024188145,37.64052290711114,,http://place.map.kakao.com/27244452
강북구,안전,키워드:복합문화공간,꿈의숲아트센터,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 월계로 173,127.038586574221,37.62147398170501,02-399-1000,http://place.map.kakao.com/11696074
강북구,안전,키워드:복합문화공간,서울문화예술교육센터 강북,"문화,예술 > 문화예술단체",서울 강북구 솔샘로48길 14,127.017721104054,37.6193030746916,02-2105-2314,http://place.map.kakao.com/46812927
강북구,안전,키워드:복합문화공간,재간정,"문화,예술 > 문화시설",서울 강북구 도봉로101길 18,127.029644405774,37.6433615128993,,http://place.map.kakao.com/1217381941
강북구,안전,키워드:복합문화공간,상상톡톡미술관,"문화,예술 > 문화시설 > 미술관",서울 강북구 월계로 173,127.041390667983,37.6225163748567,02-2289-5401,http://place.map.kakao.com/26449227
강북구,안전,키워드:복합문화공간,강북문화예술회관 강북소나무홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 삼각산로 85,127.013165783141,37.640846251332,,http://place.map.kakao.com/1509175037
강북구,안전,키워드:복합문화공간,꿈의숲아트센터 퍼포먼스홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 월계로 173,127.038472269356,37.6216704342967,02-2289-5401,http://place.map.kakao.com/18562297
강북구,안전,키워드:복합문화공간,문익환통일의집,"문화,예술 > 문화시설 > 박물관",서울 강북구 인수봉로 251-38,127.010192755025,37.641115940027,02-902-1623,http://place.map.kakao.com/698507716
강북구,안전,키워드:복합문화공간,꿈의숲아트센터 콘서트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 월계로 173,127.038544673316,37.6214938171239,02-2289-5401,http://place.map.kakao.com/17565318
강북구,안전,키워드:복합문화공간,강북문화원,"문화,예술 > 문화시설 > 문화원",서울 강북구 삼각산로 85,127.013174843385,37.6408237257114,02-999-8810,http://place.map.kakao.com/11044401
강북구,안전,키워드:복합문화공간,박을복자수박물관,"문화,예술 > 문화시설 > 박물관",서울 강북구 삼양로149가길 53,127.008499189269,37.6538415659482,02-990-7000,http://place.map.kakao.com/12684184
강북구,안전,키워드:복합문화공간,강북문화예술회관 강북진달래홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 삼각산로 85,127.013211101859,37.6408327315026,02-994-8458,http://place.map.kakao.com/1305214635
강북구,안전,키워드:복합문화공간,빨래골생활문화공작소,"문화,예술 > 문화시설",서울 강북구 인수봉로23길 37,127.010819626435,37.627590288897,,http://place.map.kakao.com/613831491
강북구,안전,키워드:복합문화공간,우이동 산악문화허브,"교육,학문 > 교육단체 > 체험학습장",서울 강북구 삼양로 689-1,127.010925830935,37.6643486156392,02-994-8848,http://place.map.kakao.com/421889599
강북구,안전,키워드:복합문화공간,성신여자대학교 미아운정그린캠퍼스 자연사박물관,"문화,예술 > 문화시설 > 박물관",서울 강북구 도봉로76가길 55,127.02702157298148,37.63144120923671,02-920-2057,http://place.map.kakao.com/27135607
강북구,안전,키워드:복합문화공간,성신여자대학교 미아운정그린캠퍼스 성신미술관,"문화,예술 > 문화시설 > 미술관",서울 강북구 도봉로76가길 55,127.026894822026,37.6318079394828,,http://place.map.kakao.com/401473228
강북구,안전,키워드:복합문화공간,하늘숲속마을활력소,"문화,예술 > 문화시설",서울 강북구 오현로25나길 16,127.0366537010453,37.62752022090312,,http://place.map.kakao.com/2000944508
강북구,안전,키워드:복합문화공간,플레이텐,"문화,예술 > 문화시설",서울 강북구 솔매로50길 80,127.028142210574,37.6229959995545,010-3066-0209,http://place.map.kakao.com/1142452955
강북구,안전,키워드:복합문화공간,삼양청년회관 2관,"문화,예술 > 문화시설",서울 강북구 솔매로 3-10,127.013344301813,37.6253808108312,,http://place.map.kakao.com/465003255
강북구,안전,키워드:복합문화공간,난나소극장,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 4.19로 74,127.006402048296,37.6459869269897,02-6715-6600,http://place.map.kakao.com/1782057564
강북구,안전,키워드:복합문화공간,삼양청년회관,"문화,예술 > 문화시설",서울 강북구 삼양로53길 14-8,127.0175253224576,37.62487661220953,070-5088-4078,http://place.map.kakao.com/1715603478
강북구,안전,키워드:복합문화공간,성신여자대학교 미아운정그린캠퍼스 정원박광훈복식박물관,"문화,예술 > 문화시설 > 박물관",서울 강북구 도봉로76가길 55,127.026962753135,37.6316907958065,,http://place.map.kakao.com/401562775
강북구,안전,키워드:복합문화공간,도란도란 마을극장,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 한천로123길 52,127.029171312904,37.6360204073133,,http://place.map.kakao.com/26519582
강북구,안전,키워드:복합문화공간,더켠,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 도봉로13가길 6,127.029113182766,37.6147931700924,,http://place.map.kakao.com/287801814
강북구,안전,키워드:복합문화공간,스마트페이,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 한천로140길 37-16,127.027804907921,37.6419348016884,,http://place.map.kakao.com/14501772
강북구,안전,키워드:복합문화공간,공간명아락,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 노해로 49,127.022343069085,37.6400474988974,,http://place.map.kakao.com/1903470667
강북구,안전,키워드:복합문화공간,옐로우바스켓,"문화,예술 > 공연,연극",서울 강북구 4.19로25길 13,127.004668244381,37.6435597575119,02-747-4222,http://place.map.kakao.com/860760452
강북구,안전,키워드:복합문화공간,중립국,"문화,예술 > 문화시설",서울 강북구 도봉로76길 13,127.024507084213,37.6330121766758,,http://place.map.kakao.com/2139106980
강북구,안전,키워드:복합문화공간,소극장 모꼬지,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 오패산로 115-3,127.034507928474,37.6123806700988,,http://place.map.kakao.com/623850092
강북구,안전,키워드:복합문화공간,서울영어마을 수유캠프 야외극장,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강북구 삼각산로 43,127.00781788845,37.6408133904876,,http://place.map.kakao.com/17567022
강서구,안전,키워드:대형 쇼핑몰,원그로브,"가정,생활 > 복합쇼핑몰",서울 강서구 공항대로 165,126.824696534035,37.5608755521499,,http://place.map.kakao.com/1623469561
강서구,안전,키워드:대형 쇼핑몰,롯데몰 김포공항점,"가정,생활 > 복합쇼핑몰",서울 강서구 하늘길 지하 77,126.803148162496,37.5633661796519,02-6116-4000,http://place.map.kakao.com/15200464
강서구,안전,키워드:대형 쇼핑몰,원그로브 A동,"가정,생활 > 복합쇼핑몰",서울 강서구 공항대로 165,126.826332548863,37.561616786412,,http://place.map.kakao.com/1671238649
강서구,안전,키워드:백화점,롯데백화점 김포공항점,"가정,생활 > 백화점 > 롯데백화점",서울 강서구 하늘길 38,126.80324048423569,37.563122163882205,1577-0001,http://place.map.kakao.com/15201961
강서구,안전,키워드:백화점,NC백화점 강서점,"가정,생활 > 백화점 > NC백화점",서울 강서구 강서로56길 17,126.84051669137811,37.55997536195808,02-2667-9000,http://place.map.kakao.com/23893436
강서구,안전,키워드:백화점,빵백화점 마곡점,"음식점 > 간식 > 제과,베이커리",서울 강서구 마곡중앙1로 14,126.82513450777432,37.55847054255604,0507-1357-5116,http://place.map.kakao.com/1872057695
강서구,안전,키워드:백화점,1986필라테스 엔씨백화점 강서점,"스포츠,레저 > 요가,필라테스 > 필라테스",서울 강서구 강서로56길 17,126.840498670967,37.5599338917905,010-2643-5607,http://place.map.kakao.com/116487401
강서구,안전,키워드:백화점,공항기독교백화점,"문화,예술 > 종교 > 기독교",서울 강서구 공항대로 53,126.81343037643398,37.5613610422763,02-2662-2040,http://place.map.kakao.com/9691333
강서구,안전,키워드:백화점,롯데백화점 김포공항점 롯데문화홀,"문화,예술 > 문화시설",서울 강서구 하늘길 38,126.803479836727,37.563781189912,02-6116-2500,http://place.map.kakao.com/1883619431
강서구,안전,키워드:백화점,공항떡백화점,"음식점 > 간식 > 떡,한과",서울 강서구 방화동로16길 50,126.812144392757,37.5722718503533,,http://place.map.kakao.com/10146758
강서구,안전,키워드:복합문화공간,교보문고 원그로브점,"문화,예술 > 도서 > 서점 > 교보문고",서울 강서구 공항대로 165,126.82576454673185,37.56056989353898,02-2667-0630,http://place.map.kakao.com/1709713486
강서구,안전,키워드:복합문화공간,LG아트센터 서울,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강서구 마곡중앙로 136,126.82927805089568,37.56536922310509,1661-0017,http://place.map.kakao.com/992535148
강서구,안전,키워드:복합문화공간,KBS아레나,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강서구 공항대로 376,126.84796255512904,37.55675871689889,0502-5550-5165,http://place.map.kakao.com/27305412
강서구,안전,키워드:복합문화공간,국립항공박물관,"문화,예술 > 문화시설 > 박물관",서울 강서구 하늘길 177,126.80886929349872,37.55686858966058,02-6940-3198,http://place.map.kakao.com/1873127229
강서구,안전,키워드:복합문화공간,허준박물관,"문화,예술 > 문화시설 > 박물관",서울 강서구 허준로 87,126.850998403189,37.5678799742891,02-3661-8686,http://place.map.kakao.com/8144917
강서구,안전,키워드:복합문화공간,스카이아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강서구 화곡로63길 65,126.84918918913672,37.55797393237437,02-2657-9757,http://place.map.kakao.com/1446437489
강서구,안전,키워드:복합문화공간,겸재정선미술관,"문화,예술 > 문화시설 > 미술관",서울 강서구 양천로47길 36,126.838474523164,37.5722171090187,02-2659-2206,http://place.map.kakao.com/8651724
강서구,안전,키워드:복합문화공간,강서아트리움,"문화,예술 > 문화시설",서울 강서구 가로공원로 195,126.83759326633412,37.53754013740389,02-2692-4266,http://place.map.kakao.com/842873122
강서구,안전,키워드:복합문화공간,스페이스K 서울,"문화,예술 > 문화시설 > 미술관",서울 강서구 마곡중앙8로 32,126.83097417878128,37.56110995518217,02-3665-8918,http://place.map.kakao.com/1008871331
강서구,안전,키워드:복합문화공간,서울시니어스 가양타워 송도아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강서구 화곡로68길 102,126.859322661837,37.556984532806,02-3660-7700,http://place.map.kakao.com/1765243489
강서구,안전,키워드:복합문화공간,한국건강관리협회 기생충박물관,"문화,예술 > 문화시설 > 박물관",서울 강서구 화곡로 333,126.850741618549,37.5536150805963,02-2601-3284,http://place.map.kakao.com/18619443
강서구,안전,키워드:복합문화공간,마곡문화관,"문화,예술 > 문화시설 > 전시관",서울 강서구 양천로 282,126.834994079093,37.57151672816,,http://place.map.kakao.com/1640960626
강서구,안전,키워드:복합문화공간,유니버설발레단,"문화,예술 > 공연,연극 > 극단",서울 강서구 마곡중앙8로1길 81,126.83762453133714,37.56850744990837,070-7124-1756,http://place.map.kakao.com/12435639
강서구,안전,키워드:복합문화공간,오아시스 아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",서울 강서구 양천로73길 80,126.873984473216,37.5536764122537,02-3663-4833,http://place.map.kakao.com/1504116688
강서구,안전,키워드:복합문화공간,다시서점,"문화,예술 > 도서 > 서점",서울 강서구 공항대로8길 77-24,126.81297621361942,37.55740675417238,070-4383-4869,http://place.map.kakao.com/1788105777
강서구,안전,키워드:복합문화공간,크리에이터미디어콤플렉스,"문화,예술 > 문화시설",서울 강서구 마곡중앙로 105-7,126.82607711354586,37.56292375491179,02-317-6075,http://place.map.kakao.com/732372102
강서구,안전,키워드:복합문화공간,피아노메이트,"문화,예술 > 음악 > 악기판매점",서울 강서구 국회대로 145,126.851058627143,37.5285208552742,,http://place.map.kakao.com/15430710
