자치구,스트레스분류,해결태그,장소명,카테고리,도로명주소,경도,위도,전화번호,플레이스URL
강북구,소음,키워드:도서관,강북청소년문화정보도서관,"교육,학문>군구립도서관",서울특별시 강북구 삼양로54길 68 강북청소년문화정보센터,127.0215107,37.6231368,,https://blog.naver.com/gcmc1997
강북구,소음,키워드:도서관,자원순환 환장,"음식점>카페,디저트",서울특별시 강북구 인수봉로23길 37 빨래골생활문화공작소 3층,127.0108938,37.6275594,,http://www.innopace.co.kr/4D/hwanjang/index.html
강북구,소음,키워드:도서관,솔샘문화정보도서관,"교육,학문>도서관",서울특별시 강북구 솔샘로 177,127.0125125,37.620462,,http://www.gblib.or.kr/solsem/
강북구,소음,키워드:도서관,미아문화정보도서관,"교육,학문>군구립도서관",서울특별시 강북구 솔매로49길 14,127.027082,37.6271523,,https://www.gblib.or.kr/mia/index.do
강북구,소음,키워드:북카페,알라딘 중고서점 수유점,"쇼핑,유통>서점",서울특별시 강북구 도봉로 342 2층,127.0260482,37.6379286,,https://www.aladin.co.kr/usedstore/wgate.aspx?start=we
강북구,소음,키워드:북카페,에피네 수유,"음식점>카페,디저트",서울특별시 강북구 도봉로 315 3층 R312호 에피네 카페,127.0233704,37.637035,,https://www.instagram.com/iam.epne_
강북구,소음,키워드:북카페,스터디카페더딩글 미아역,스터디카페,서울특별시 강북구 도봉로 204 3층,127.0262794,37.6269025,,http://pf.kakao.com/_Kxdxlxln
강북구,소음,키워드:북카페,칩멍크,브런치카페,서울특별시 강북구 삼양로98길 7 1층,127.0176481,37.6387268,,
강북구,소음,키워드:북카페,놀숲 수유점,"스포츠,오락>만화방",서울특별시 강북구 노해로8길 22 211호,127.0240881,37.6380834,,http://krbda.com/nolsoop
강북구,소음,키워드:미술관,북서울꿈의숲,"여행,명소>도시,테마공원",서울특별시 강북구 월계로 173,127.0407343,37.6233355,,http://parks.seoul.go.kr/dreamforest
강북구,소음,키워드:미술관,북서울꿈의숲 상상톡톡미술관,"문화,예술>미술관",서울특별시 강북구 월계로 173 북서울꿈의숲공원 상상톡톡미술관,127.0412714,37.6224924,,https://www.sejongpac.or.kr/dfac
강북구,소음,키워드:미술관,북서울꿈의숲미술관음수대,"도시,테마공원>부속시설",서울특별시 강북구,127.0409233,37.6212086,,
강북구,소음,키워드:미술관,오브제 롯데백화점 미아점,캐주얼웨어>여성캐주얼,서울특별시 강북구 도봉로 62 3층,127.030349,37.6145202,,
강북구,소음,키워드:박물관,더트랩 수유 방탈출,방탈출카페,서울특별시 강북구 도봉로 363 구봉빌딩 4층,127.0272698,37.6399412,,http://www.thetrapsy.co.kr/
강북구,소음,키워드:박물관,근현대사기념관,"여행,명소>기념관,생가",서울특별시 강북구 4.19로 114,127.0030502,37.6435168,,http://www.mhmh.or.kr
강북구,소음,키워드:박물관,성신여자대학교 운정그린캠퍼스,"여행,명소>박물관",서울특별시 강북구 도봉로76가길 55,127.0275733,37.6322547,,
강북구,소음,키워드:박물관,문익환 통일의집,"여행,명소>박물관",서울특별시 강북구 인수봉로 251-38,127.0101861,37.6411413,,https://www.instagram.com/tongil_house/
강북구,소음,키워드:박물관,박을복자수박물관,"여행,명소>박물관",서울특별시 강북구 삼양로149가길 53,127.0085102,37.6538262,,https://www.youtube.com/@embromuseum
강북구,소음,키워드:전시회,아이비즈투어,"서비스,산업>여행사",서울특별시 강북구 도봉로 308 북한산스카이빌딩 8층 R818호,127.0238352,37.6356641,,http://www.ibiztour.com/
강북구,소음,키워드:전시회,휴맥스월드,"서비스,산업>무역",서울특별시 강북구 인수봉로 188 5F 서림맨션,127.0131903,37.6363949,,
강북구,소음,키워드:전시회,프리드맨,"문화,예술>박람회,전시회",서울특별시 강북구 덕릉로 193-16 지층B01호,127.0346043,37.6366118,,https://instagram.com/freedman_eve?igshid=1k3zazmzhge2o
강북구,소음,키워드:전시회,트래블리아,"서비스,산업>여행사",서울특별시 강북구 도봉로 369,127.0277742,37.6403507,,http://www.travelria.co.kr/
강북구,소음,키워드:힐링,화계사 템플스테이,"여행,명소>템플스테이",서울특별시 강북구 화계사길 117 화계사 템플스테이,127.0071088,37.6325343,,https://www.templestay.com/fe/MI000000000000000019/temple/introView.do?templeId=Hwagyesa
강북구,소음,키워드:힐링,나온힐링대중사우나,"생활,편의>찜질방",서울특별시 강북구 노해로8길 22 경남아너스빌 상가 지하 1층,127.0242528,37.6380002,,
강북구,소음,키워드:힐링,한빛힐링센터,힐링카페,서울특별시 강북구 삼양로73가길 47 한빛맹학교,127.0158134,37.6280507,,
강북구,소음,키워드:힐링,이현화약손,"미용>피부,체형관리",서울특별시 강북구 솔샘로 167 벽산라이브파크상가동 205호,127.0112361,37.6201794,,
강북구,소음,키워드:힐링,아이락바디워크앤마사지,"미용>피부,체형관리",서울특별시 강북구 도봉로 313 1310호,127.023474,37.6364142,,https://blog.naver.com/iknoh/223297886321
강북구,소음,키워드:수목원,북서울꿈의숲계절수목원,"도시,테마공원>부속시설",서울특별시 강북구,127.0433299,37.6218609,,
강북구,소음,키워드:식물원,금란조경꽃식물원,"쇼핑,유통>조경",,127.0223019,37.6625678,,
강북구,소음,키워드:식물원,금란조경꽃식물원입구,도로시설>방면정보,,127.0223217,37.6623991,,
강북구,소음,키워드:조용한,대동집 미아사거리점,술집>요리주점,서울특별시 강북구 도봉로6길 8 1층,127.0306899,37.6125448,,https://blog.naver.com/hyowoney0323
강북구,소음,키워드:조용한,주당각,"술집>맥주,호프",서울특별시 강북구 한천로139길 42 2층 203호,127.0248685,37.6387303,,https://www.instagram.com/judanggak_suyu
강북구,소음,키워드:조용한,미즐카페엠,"음식점>카페,디저트",서울특별시 강북구 4.19로 107,127.0037966,37.6436116,,https://www.instagram.com/mizzlecafem
강북구,소음,키워드:산책코스,북한산둘레길1구간(소나무숲길),"여행,명소>도보코스",,127.0088843,37.6589409,,
강북구,소음,키워드:산책코스,북한산둘레길3구간(흰구름길),"여행,명소>도보코스",,127.0084684,37.6322959,,
강북구,소음,키워드:산책코스,북한산둘레길2구간(순례길),"여행,명소>도보코스",서울특별시 강북구,127.0046373,37.64685,,
강북구,소음,키워드:산책코스,강북구우이천테마산책길A,"여행,명소>도보코스",,127.0377518,37.6354603,,
강북구,소음,키워드:산책코스,강북구우이천테마산책길B,"여행,명소>도보코스",,127.033514,37.6397406,,
강서구,소음,키워드:조용한 카페,스타벅스 방화DT점,"카페,디저트>카페",서울특별시 강서구 방화대로 375 (방화동),126.8164205,37.5744367,,http://www.starbucks.co.kr/
강서구,소음,키워드:조용한 카페,광화문살롱,"카페,디저트>베이커리",서울특별시 강서구 공항대로45길 63 1층 광화문살롱,126.8560235,37.5577297,,https://smartstore.naver.com/pcomgwang
강서구,소음,키워드:조용한 카페,파리바게뜨 염창역점,"카페,디저트>베이커리",서울특별시 강서구 공항대로 629 1층,126.8748185,37.5472054,,http://www.paris.co.kr/
강서구,소음,키워드:조용한 카페,헤븐온탑 롯데몰김포공항점,"음식점>카페,디저트",서울특별시 강서구 하늘길 77 롯데몰 김포공항점 GF,126.8020863,37.5627778,,http://overthedish.com/heaven-on-top/
강서구,소음,키워드:조용한 카페,루브레드,"카페,디저트>베이커리",서울특별시 강서구 화곡로64길 70,126.856841,37.5559949,,http://www.instagram.com/ru__bread
강서구,소음,키워드:도서관,양산도 등촌점,음식점>일식>일식당,서울특별시 강서구 공항대로 519 1층 101호,126.8641314,37.5516701,,https://app.catchtable.co.kr/ct/shop/ysngsando_deungchon
강서구,소음,키워드:도서관,강서구립가양도서관,"교육,학문>군구립도서관",서울특별시 강서구 양천로61길 101,126.8653386,37.559397,,http://lib.gangseo.seoul.kr/
강서구,소음,키워드:도서관,서울특별시교육청 강서도서관,"교육,학문>도서관",서울특별시 강서구 등촌로51나길 29 강서도서관,126.8599268,37.5478818,,http://gslib.sen.go.kr/
강서구,소음,키워드:도서관,강서구립 곰달래도서관,"교육,학문>도서관",서울특별시 강서구 강서로5길 50,126.8490778,37.5291121,,https://www.instagram.com/gdl_library/
강서구,소음,키워드:도서관,강서구립등빛도서관,"교육,학문>군구립도서관",서울특별시 강서구 강서로62길 48,126.8423536,37.5624339,,http://lib.gangseo.seoul.kr/
강서구,소음,키워드:북카페,카페숨,"음식점>카페,디저트",서울특별시 강서구 공항대로39길 7 1층,126.8432694,37.558591,,https://www.instagram.com/cafe._.soom
강서구,소음,키워드:북카페,벤의 서재,"카페,디저트>북카페",서울특별시 강서구 공항대로 219 3층 301호,126.8317699,37.5597269,,https://www.instagram.com/benslibrary_bookcafe
강서구,소음,키워드:북카페,카페 공명 마곡책빵,"음식점>카페,디저트","서울특별시 강서구 마곡중앙로 105-7 K스퀘어 타워 3 1층 101, 102, 103호",126.8258989,37.5622768,,https://www.instagram.com/cafegm_
강서구,소음,키워드:북카페,놀숲 마곡발산점,"스포츠,오락>만화방",서울특별시 강서구 마곡중앙6로 93 열린프라자 8층 806호,126.8377002,37.5601332,,http://krbda.com/nolsoop
강서구,소음,키워드:북카페,베레프트,"카페,디저트>카페",서울특별시 강서구 금낭화로 286 1층,126.8113596,37.5760694,,https://www.instagram.com/cafe.belebt
강서구,소음,키워드:미술관,마이아트뮤지엄 원그로브점,"문화,예술>전시관",서울특별시 강서구 공항대로 165 원그로브 C동 2층 W213호,126.8246493,37.5609223,,https://www.mamuone.com
강서구,소음,키워드:미술관,스페이스K 서울,"문화,예술>미술관",서울특별시 강서구 마곡중앙8로 32 스페이스K 서울,126.8309922,37.5611512,,https://www.spacek.co.kr/index.do
강서구,소음,키워드:미술관,겸재정선미술관,"문화,예술>미술관",서울특별시 강서구 양천로47길 36,126.8385052,37.572166,,https://culture.gangseo.seoul.kr/
강서구,소음,키워드:미술관,남원골추어탕,한식>추어탕,서울특별시 강서구 강서로 511,126.8415683,37.5709389,,
강서구,소음,키워드:미술관,카페 르떼베,"카페,디저트>카페",서울특별시 강서구 양천로47길 40 101호,126.8377823,37.5722375,,https://www.instagram.com/rtvcoffee?igsh=MTZwZWRndTdiOG90eQ%3D%3D&utm_source=qr
강서구,소음,키워드:박물관,국립항공박물관,"여행,명소>박물관",서울특별시 강서구 하늘길 177,126.8083069,37.5565602,,http://www.aviation.or.kr/index.do
